Type,Age Category,Capacity (MW),Country/area,Capacity %
Bioenergy,0-9 years,0.04,Hungary,16.3265306122449
Bioenergy,0-9 years,0.095,India,15.754560530679933
Bioenergy,0-9 years,3.412,Indonesia,85.79331154136284
Bioenergy,0-9 years,0.068,Ireland,100.0
Bioenergy,0-9 years,0.03,Italy,5.084745762711865
Bioenergy,0-9 years,2.51153,Japan,77.66425569680533
Bioenergy,0-9 years,0.07,Lithuania,100.0
Bioenergy,0-9 years,0.04,Martinique,100.0
Bioenergy,0-9 years,0.083,Mexico,39.90384615384615
Bioenergy,0-9 years,0.6,Netherlands,37.9746835443038
Bioenergy,0-9 years,0.082,Nicaragua,100.0
Bioenergy,0-9 years,0.101,Pakistan,50.0
Bioenergy,0-9 years,0.088,Philippines,38.427947598253276
Bioenergy,0-9 years,0.035,Portugal,16.666666666666664
Bioenergy,0-9 years,0.154,Russia,100.0
Bioenergy,0-9 years,0.041,Réunion,100.0
Bioenergy,0-9 years,0.03,Serbia,100.0
Bioenergy,0-9 years,0.12,Singapore,60.0
Bioenergy,0-9 years,0.765,South Korea,72.92659675881794
Bioenergy,0-9 years,0.241,Spain,47.62845849802371
Bioenergy,0-9 years,0.487,Sweden,22.136363636363633
Bioenergy,0-9 years,0.07,Thailand,13.409961685823756
Bioenergy,0-9 years,0.12,Türkiye,100.0
Bioenergy,0-9 years,0.22,United Arab Emirates,100.0
Bioenergy,0-9 years,0.582,United Kingdom,13.519163763066203
Bioenergy,0-9 years,0.365,United States,5.025471568222498
Bioenergy,0-9 years,0.31,Uruguay,47.692307692307686
Bioenergy,10-19 years,19.1693,World,26.475715964997743
Bioenergy,10-19 years,0.1,Angola,100.0
Bioenergy,10-19 years,0.122,Argentina,75.30864197530865
Bioenergy,10-19 years,0.176,Australia,68.75
Bioenergy,10-19 years,0.037,Azerbaijan,100.0
Bioenergy,10-19 years,0.075,Belgium,65.21739130434783
Bioenergy,10-19 years,7.493,Brazil,55.997309618115246
Bioenergy,10-19 years,0.206,Canada,21.369294605809127
Bioenergy,10-19 years,0.44,Chile,48.35164835164836
Bioenergy,10-19 years,2.884,China,15.194541766549879
Bioenergy,10-19 years,0.036,Colombia,50.704225352112665
Bioenergy,10-19 years,0.035,Denmark,1.4409221902017295
Bioenergy,10-19 years,0.073,Ecuador,100.0
Bioenergy,10-19 years,0.107,El Salvador,43.31983805668016
Bioenergy,10-19 years,0.031,Ethiopia,14.622641509433961
Bioenergy,10-19 years,0.59,Finland,30.209933435739888
Bioenergy,10-19 years,0.102,France,25.0
Bioenergy,10-19 years,0.386,Germany,36.97318007662835
Bioenergy,10-19 years,0.038,Guadeloupe,100.0
Bioenergy,10-19 years,0.385,Guatemala,46.21848739495798
Bioenergy,10-19 years,0.371,India,61.52570480928689
Bioenergy,10-19 years,0.03,Indonesia,0.7543374402816193
Bioenergy,10-19 years,0.329,Italy,55.76271186440679
Bioenergy,10-19 years,0.21630000000000002,Japan,6.6886632878042445
Bioenergy,10-19 years,0.125,Mexico,60.09615384615385
Bioenergy,10-19 years,0.292,Netherlands,18.48101265822785
Bioenergy,10-19 years,0.101,Pakistan,50.0
Bioenergy,10-19 years,0.038,Peru,100.0
Bioenergy,10-19 years,0.141,Philippines,61.572052401746724
Bioenergy,10-19 years,0.333,Poland,46.70406732117813
Bioenergy,10-19 years,0.125,Portugal,59.523809523809526
Bioenergy,10-19 years,0.05,Qatar,100.0
Bioenergy,10-19 years,0.032,Sierra Leone,100.0
Bioenergy,10-19 years,0.284,South Korea,27.073403241182074
Bioenergy,10-19 years,0.128,Spain,25.296442687747035
Bioenergy,10-19 years,0.062,Sudan,100.0
Bioenergy,10-19 years,0.663,Sweden,30.136363636363633
Bioenergy,10-19 years,0.261,Thailand,50.0
Bioenergy,10-19 years,0.03,Uganda,100.0
Bioenergy,10-19 years,0.716,United Kingdom,16.631823461091756
Bioenergy,10-19 years,1.146,United States,15.778603882693101
Bioenergy,10-19 years,0.34,Uruguay,52.307692307692314
Bioenergy,10-19 years,0.04,Zambia,100.0
Bioenergy,20-29 years,6.885,World,9.509231136192216
Bioenergy,20-29 years,0.08,Australia,31.25
Bioenergy,20-29 years,0.07,Austria,100.0
Bioenergy,20-29 years,0.04,Belgium,34.78260869565218
Bioenergy,20-29 years,1.476,Brazil,11.0305657275241
Bioenergy,20-29 years,0.134,Canada,13.900414937759336
Bioenergy,20-29 years,0.304,Chile,33.40659340659341
Bioenergy,20-29 years,1.17,Denmark,48.167970358172084
Bioenergy,20-29 years,0.045,El Salvador,18.218623481781375
Bioenergy,20-29 years,0.328,Finland,16.794674859190987
Bioenergy,20-29 years,0.032,France,7.843137254901962
Bioenergy,20-29 years,0.371,Germany,35.53639846743295
Bioenergy,20-29 years,0.3,Guatemala,36.014405762304925
Bioenergy,20-29 years,0.03,Honduras,41.09589041095891
Bioenergy,20-29 years,0.05,Hungary,20.408163265306122
Bioenergy,20-29 years,0.032,India,5.306799336650083
Bioenergy,20-29 years,0.535,Indonesia,13.452351018355547
Bioenergy,20-29 years,0.19,Italy,32.20338983050848
Bioenergy,20-29 years,0.167,Japan,5.164155196779052
Bioenergy,20-29 years,0.181,Netherlands,11.455696202531646
Bioenergy,20-29 years,0.039,New Zealand,100.0
Bioenergy,20-29 years,0.05,Portugal,23.809523809523807
Bioenergy,20-29 years,0.08,Singapore,40.0
Bioenergy,20-29 years,0.137,Spain,27.07509881422925
Bioenergy,20-29 years,0.225,Sweden,10.227272727272727
Bioenergy,20-29 years,0.127,Taiwan,51.00401606425703
Bioenergy,20-29 years,0.191,Thailand,36.59003831417624
Bioenergy,20-29 years,0.082,United Kingdom,1.9047619047619049
Bioenergy,20-29 years,0.419,United States,5.768965992014319
Bioenergy,30-39 years,5.48,World,7.5687126545146475
Bioenergy,30-39 years,0.632,Brazil,4.723114864359913
Bioenergy,30-39 years,0.23,Canada,23.858921161825727
Bioenergy,30-39 years,0.25,Denmark,10.29230135858378
Bioenergy,30-39 years,0.053,Finland,2.713773681515617
Bioenergy,30-39 years,0.15,France,36.76470588235294
Bioenergy,30-39 years,0.092,Germany,8.812260536398467
Bioenergy,30-39 years,0.06,Hungary,24.489795918367346
Bioenergy,30-39 years,0.105,India,17.412935323383085
Bioenergy,30-39 years,0.04,Japan,1.23692340042612
Bioenergy,30-39 years,0.285,Netherlands,18.037974683544302
Bioenergy,30-39 years,0.074,Taiwan,29.71887550200803
Bioenergy,30-39 years,0.68,United Kingdom,15.795586527293848
Bioenergy,30-39 years,2.829,United States,38.95084675753821
Bioenergy,40-49 years,3.776,World,5.2152297415049835
Bioenergy,40-49 years,0.45,Brazil,3.36297735595247
Bioenergy,40-49 years,0.205,Canada,21.265560165975103
Bioenergy,40-49 years,0.494,Denmark,20.33758748456155
Bioenergy,40-49 years,0.148,Finland,7.578084997439836
Bioenergy,40-49 years,0.04,Germany,3.8314176245210727
Bioenergy,40-49 years,0.04,Guatemala,4.8019207683073235
Bioenergy,40-49 years,0.2,Japan,6.184617002130601
Bioenergy,40-49 years,0.059,Netherlands,3.7341772151898738
Bioenergy,40-49 years,0.28,Poland,39.27068723702665
Bioenergy,40-49 years,0.155,Sweden,7.045454545454545
Bioenergy,40-49 years,0.048,Taiwan,19.27710843373494
Bioenergy,40-49 years,1.657,United States,22.814264078204598
Bioenergy,50+ years,5.208,World,7.193039325677425
Bioenergy,50+ years,0.469,Brazil,3.5049697332037963
Bioenergy,50+ years,0.033,Canada,3.423236514522822
Bioenergy,50+ years,0.03,Czech Republic,100.0
Bioenergy,50+ years,0.163,Denmark,6.7105804857966245
Bioenergy,50+ years,0.064,France,15.686274509803924
Bioenergy,50+ years,0.155,Germany,14.846743295019158
Bioenergy,50+ years,0.095,Hungary,38.775510204081634
Bioenergy,50+ years,0.041,Italy,6.9491525423728815
Bioenergy,50+ years,0.099,Japan,3.061385416054647
Bioenergy,50+ years,0.034,Kenya,100.0
Bioenergy,50+ years,0.163,Netherlands,10.316455696202533
Bioenergy,50+ years,0.1,Poland,14.025245441795233
Bioenergy,50+ years,0.67,Sweden,30.454545454545457
Bioenergy,50+ years,2.245,United Kingdom,52.1486643437863
Bioenergy,50+ years,0.847,United States,11.661847721327275
Geothermal,0-9 years,3.52786,World,22.630430027307703
Geothermal,0-9 years,0.005,Canada,100.0
Geothermal,0-9 years,0.081,Chile,100.0
Geothermal,0-9 years,0.055,Costa Rica,21.73913043478261
Geothermal,0-9 years,0.0361,Croatia,100.0
Geothermal,0-9 years,0.006,El Salvador,2.840909090909091
Geothermal,0-9 years,0.035,Honduras,100.0
Geothermal,0-9 years,0.0034,Hungary,100.0
Geothermal,0-9 years,0.12,Iceland,16.01281024819856
Geothermal,0-9 years,1.008,Indonesia,42.87719596750181
Geothermal,0-9 years,0.005,Iran,100.0
Geothermal,0-9 years,0.10640000000000001,Japan,17.351598173515985
Geothermal,0-9 years,0.308,Kenya,37.72198407838334
Geothermal,0-9 years,0.051,Mexico,6.530089628681178
Geothermal,0-9 years,0.283,New Zealand,20.93659835762373
Geothermal,0-9 years,0.0104,Nicaragua,6.824146981627297
Geothermal,0-9 years,0.102,Philippines,5.320813771517997
Geothermal,0-9 years,0.0052,Taiwan,100.0
Geothermal,0-9 years,0.9818600000000001,Türkiye,62.343879967744186
Geothermal,0-9 years,0.3255,United States,8.91170431211499
Geothermal,10-19 years,3.7184,World,23.852701358200427
Geothermal,10-19 years,0.035,Costa Rica,13.83399209486166
Geothermal,10-19 years,0.0448,El Salvador,21.21212121212121
Geothermal,10-19 years,0.0017,France,100.0
Geothermal,10-19 years,0.0189,Germany,100.0
Geothermal,10-19 years,0.022,Guatemala,47.826086956521735
Geothermal,10-19 years,0.433,Iceland,57.77955697891647
Geothermal,10-19 years,0.57845,Indonesia,24.60547024543792
Geothermal,10-19 years,0.077,Italy,9.4017094017094
Geothermal,10-19 years,0.009,Japan,1.467710371819961
Geothermal,10-19 years,0.3795,Kenya,46.478873239436616
Geothermal,10-19 years,0.15,Mexico,19.206145966709347
Geothermal,10-19 years,0.566,New Zealand,41.87319671524746
Geothermal,10-19 years,0.072,Nicaragua,47.24409448818897
Geothermal,10-19 years,0.03,Papua New Guinea,100.0
Geothermal,10-19 years,0.06,Philippines,3.1298904538341157
Geothermal,10-19 years,0.59305,Türkiye,37.65612003225581
Geothermal,10-19 years,0.648,United States,17.741273100616016
Geothermal,20-29 years,2.63595,World,16.909027577761513
Geothermal,20-29 years,0.103,Costa Rica,40.71146245059288
Geothermal,20-29 years,0.0562,El Salvador,26.609848484848484
Geothermal,20-29 years,0.01,Guadeloupe,66.66666666666667
Geothermal,20-29 years,0.024,Guatemala,52.17391304347826
Geothermal,20-29 years,0.15,Iceland,20.0160128102482
Geothermal,20-29 years,0.45944999999999997,Indonesia,19.543579054830065
Geothermal,20-29 years,0.449,Italy,54.82295482295482
Geothermal,20-29 years,0.09079999999999999,Japan,14.807566862361382
Geothermal,20-29 years,0.129,Kenya,15.799142682180037
Geothermal,20-29 years,0.11,Mexico,14.084507042253522
Geothermal,20-29 years,0.1965,New Zealand,14.537249389657466
Geothermal,20-29 years,0.645,Philippines,33.64632237871675
Geothermal,20-29 years,0.009,Portugal,64.28571428571429
Geothermal,20-29 years,0.05,Russia,100.0
Geothermal,20-29 years,0.154,United States,4.216290212183436
Geothermal,30-39 years,2.4306,World,15.591753421160165
Geothermal,30-39 years,0.06,Costa Rica,23.715415019762844
Geothermal,30-39 years,0.0092,El Salvador,4.356060606060606
Geothermal,30-39 years,0.005,Guadeloupe,33.333333333333336
Geothermal,30-39 years,0.008400000000000001,Iceland,1.1208967173738993
Geothermal,30-39 years,0.275,Indonesia,11.697647709387896
Geothermal,30-39 years,0.273,Italy,33.33333333333333
Geothermal,30-39 years,0.2288,Japan,37.31245923026745
Geothermal,30-39 years,0.44,Mexico,56.33802816901409
Geothermal,30-39 years,0.1182,New Zealand,8.74454390767182
Geothermal,30-39 years,0.035,Nicaragua,22.965879265091864
Geothermal,30-39 years,0.19,Philippines,9.911319770474702
Geothermal,30-39 years,0.005,Portugal,35.71428571428572
Geothermal,30-39 years,0.783,United States,21.437371663244356
Geothermal,40-49 years,2.68,World,17.191598440183185
Geothermal,40-49 years,0.065,El Salvador,30.776515151515156
Geothermal,40-49 years,0.038,Iceland,5.070723245262878
Geothermal,40-49 years,0.03,Indonesia,1.276107022842316
Geothermal,40-49 years,0.02,Italy,2.442002442002442
Geothermal,40-49 years,0.13,Japan,21.200260926288326
Geothermal,40-49 years,0.03,Mexico,3.841229193341869
Geothermal,40-49 years,0.035,Nicaragua,22.965879265091864
Geothermal,40-49 years,0.92,Philippines,47.99165362545645
Geothermal,40-49 years,1.412,United States,38.65845311430527
Geothermal,50+ years,0.5962000000000001,World,3.8244891753870207
Geothermal,50+ years,0.03,El Salvador,14.204545454545453
Geothermal,50+ years,0.0482,Japan,7.8604044357469025
Geothermal,50+ years,0.188,New Zealand,13.908411629799511
Geothermal,50+ years,0.33,United States,9.034907597535934
